Name_ENG;Name_AR;CR;Category;Website;Instagram;Twitter;Email;Phone Number;Activity;Rating;Num_Ratings
 7bsstore;حبس ستور;;تسويق إلكتروني;https://7bsstore.com;https://instagram.com/7bsstore;;7bsstore@gmail.com;564340212;Active;0;0
;خدمة الطالب الإلكترونية;2050141633;خدمات أكاديمية;https://maroof.sa/;;;driver.ruh@gmail.com;501286202;Active;0;0
cyberworkshop;ورشة سايبر;;إلكترونيات واكسسورات;https://cyberworkshopsa.com/;https://instagram.com/cyber.workshop;https://twitter.com/cyber__workshop;cyber.workshop@hotmail.com;570572711;Active;0;0
talweenbox;علبة تلوين;4030421486;أخرى;https://salla.sa/talweenbox;https://instagram.com/talweenbox;https://twitter.com/talweenbox;talweenbox@hotmail.com;509818981;Active;0;0
Alwasan for Gentle Sleep Coaching;مكتب الوسن للاستشارات لنوم الاطفال;1010469167;أخرى;https://al-wasan.com/;https://instagram.com/alwasansa11;;alwasan.sa@gmail.com;554550510;Active;0;0
Poca;بوكا ستور;;أخرى;https://itspoca.com;https://instagram.com/poca.sa;https://twitter.com/itspocasa;itspocainfo@gmail.com;564346871;Active;0;0
Fame Makers;صناع الشهرة ;;حلول إلكترونية;https://famemakers7.com/;https://instagram.com/famemakers7;https://twitter.com/FameMakers7;FameMakers.Store@gmail.com;504674676;Active;0;0
PTRCLINIC;بي تي ار كلينيك علاج طبيعي ;4031250861;أخرى;https://www.ptrclinic.com;;;ptrclinics@gmail.com;568077982;Active;0;0
Royall store;متجر رويال لشحن الألعاب;;تسويق إلكتروني;https://t.me/LEX_KSA11;;;Rootstea23@gmail.com;550355250;Active;0;0
gnasecond ;جنى ثانية;;مستلزمات المرأة;https://gnasecond.com/;;;Zajl1397@hotmail.com;533721894;Active;0;0
She with care;شي ويت كير;4032250818;مستلزمات المرأة;https://www.shewithcare.com;https://instagram.com/shewithcare;;admin@shewithcare.com;503804340;Active;0;0
DENINE;محمصة دي ناين;;أخرى;https://deniine.com/;;;denineroastery@gmail.com;596661678;Active;0;0
Atheer electronic services;الأثير للخدمات الألكترونية;;حلول إلكترونية;https://wa.me/message/BCSLKKKCK7K6F1;;https://twitter.com/alathir033?s=08;alathir033@gmail.com;503004719;Active;0;0
;مطعم لؤلؤة حورية لتقديم الوجبات ;1010727457;أخرى;https://www.snapchat.com/add/hwry_lbhr93;;;haio0ooni@hotmail.com;565782779;Active;0;0
pubg mobile recharge accounts store;يبي;;أخرى;https://t.me/VF_;;;cdf13@gmail.com;552974265;Active;9.3;22
naif services;نايف للخدمات;4031251857;حلول إلكترونية;https://salla.sa/naif_services;https://www.instagram.com/naif_services/;https://twitter.com/naif_services;nayywf@gmail.com;505501381;Active;0;0
Project Blue Moon;مشروع القمر الأزرق;;خدمات أكاديمية;https://projectbluemoon.com/;https://instagram.com/projectbluemoo;;contact@projectbluemoon.com;534689027;Active;0;0
Redha Alayesh;رضا العايش;;حلول إلكترونية;https://redhaalayesh.com/;https://instagram.com/redha.alayesh;;redha.alayesh@gmail.com;534689027;Active;0;0
Habebah Mansoor Alqarni;حبيبة منصور القرني;;مستلزمات المرأة;https://salla.sa/habebah2021;;;aasaeed1441m@gmail.com;566590000;Active;0;0
Taghreed mohammed Aqeeli;تغريد محمد عقيلي ;;أخرى;https://salla.sa/suju_wings/;;;Sujuwings.ar@gmail.com;533431393;Active;0;0
Huqasl;حق عسل;;أخرى;https://huqasl.com/;https://instagram.com/huqasl;https://twitter.com/huqasal;Huqasl@gmail.com;559450975;Active;0;0
Twazaft;توظفت;;أخرى;https://twazaft.com;;;twazaft@gmail.com;570814114;Active;0;0
promises;برومس للهدايا;4030232554;تخطيط مناسبات وحفلات;https://www.promises.sa;;;gift-promises@hotmail.com;566633339;Active;0;0
assance;أسانس;1131312453;تسويق إلكتروني;https://assance.com/;;;klklkkl333@gmail.com;533640228;Active;0;0
SURTALTAYIB;صرة الطيب;;أخرى;Https://sorah_alteeb.sa;;;alshhkhlf@icloud.com;538521267;Active;0;0
6ArH;طارهـ;;أخرى;https://store.6arh.net;;;store@6arh.net;545011755;Active;10;1
visual;فيجول;;تسويق إلكتروني;https://visual-sa.com;https://instagram.com/visual__sa;;visual.sa02@gmail.com;507228096;Active;0;0
Aroa Service Electronic ;اروا للخدمات الالكترونية;;حلول إلكترونية;https://mobile.twitter.com/aroasaudi;;https://mobile.twitter.com/aroasaudi;engalabdulrhman@gmail.com;559751865;Active;0;0
alphshop;متجر ألف 1000;;تسويق إلكتروني;https://salla.sa/alph_shop/;;;asmaalmrwani.nf@gmail.com;551245649;Active;0;0
Kitchen organizing  products;ادوات تنظيم المطبخ متجر مطبخي;1010601865;مطبخ و مخبوزات;https://zid.store/matba5i;;;feras.w.alsaeed@gmail.com;505274358;Active;0;0
ChwkarStor;شوقر ستور;;تسويق إلكتروني;https://t.me/ChwkaR;https://instagram.com/0n_;;prkrr74@gmail.com;556615447;Active;10;3
Flow support ;استرجاع الحسابات فلو ;;أخرى;https://t.me/lFlowsupprt;;;flow.supprt1@gmail.com;541991575;Active;0;0
Basmah zaman;بصمة زمن للديكور ;1010727550;أثاث وديكور;https://salla.sa/wasetcom;https://instagram.com/basmah_zaman;;Abn111110@gmail.com;545111110;Active;0;0
Lodan;لودان;;أخرى;https://salla.sa/lodan2021;;;Lodan2021@hotmail.com;532933462;Active;0;0
Alhabbah;الهبا;;مستلزمات المرأة;https://salla.sa/thehabah;;;Samiah-4794@hotmail.com;565080095;Active;0;0
seher aloud;سحر العود والبخور;;تسويق إلكتروني;https://salla.sa/seheraloud;https://instagram.com/seheraloud;;seher.aloud@gmail.com;554433510;Active;0;0
Coffee Pub;حانة القهوة;;تسويق إلكتروني;https://www.coffeepub.com;https://instagram.com/coffeepub.sa;;coffeepub.sa@gmail.com;545311733;Active;0;0
Zez2;متجر زيزتو;;حلول إلكترونية;https://zez2.com/;;;z@zez2.com;503079790;Active;0;0
strange things;سترينج ثنقز;;أخرى;https://salla.sa/strangethings.sa/;;;albaz.2012@me.com;555030201;Active;0;0
Candles and Nota;شموع و نوتا;2051236153;أخرى;https://candlesandnota.com/;;;info@candlesandnota.com;501515723;Active;0;0
traineesclub;نادي المدربين;1010665931;خدمات أكاديمية;https://nadiclub.com;;;dralzahrani@outlook.sa;570290008;Active;0;0
Essham Real Estate;إسهام العقارية;;العقارات;https://60e83dbcb33d1.site123.me;;;esham.1@hotmai.com;502854148;Active;0;0
start time Contracting Est ;مؤسسة بداية وقت للمقاولات;2050144804;العقارات;http://startime.info;;;start.time.jed@gmail.com;573453588;Active;0;0
products from scratch;صناعه منتجات تجميل من الصفر ;;أخرى;https://salla.sa/janan2126;;;amjanan0281@gmail.com;552744558;Active;0;0
Shoelace;شوليز;;أخرى;https://salla.sa/ShoelaceKSA;;;ShoelaceKSA@gmail.com;561250769;Active;0;0
Al Harth Real Estate Services Office;مكتب الحرث للخدمات العقارية;5911504500;العقارات;https://wa.me/message/E2FWBIIMQ64ZA1;;;alawajiawaji@gmail.com;506504222;Active;0;0
Shop Afnan;متجر افنان المكان الحلو;5850130843;تسويق إلكتروني;https://salla.sa/afnan_almkan_alhello;;;afnan0999@hotmail.com;508202527;Active;0;0
ream line;رئام لاين;;مستلزمات المرأة;https://ream-line.com/;;;ream.line@hotmail.com;541968557;Active;0;0
Jamali User;جمالي تجميل;1010672072;كوافيرة و تجميل;https://www.Almotelq.com;;;Jamali_support@almotelq.com;561180282;Active;0;0
jo candles;شموع جو;;الحرف والصناعات اليدوية;https://salla.sa/jo_candles;https://instagram.com/jo__candles;;Jo.candles0@gmail.com;536344631;Active;0;0
Hatem store;حاتم لتسوق ;;تسويق إلكتروني;https://zid.store/hatem-store;;;ksa9941@gmail.com;504511865;Active;0;0
rav0;راف فون;;إلكترونيات واكسسورات;https://rav0.com/;https://instagram.com/ks4hd;https://twitter.com/ravphon;ali1556673@gmail.com;539338429;Active;0;0
Ipa plus;ايبا بلس;;أخرى;https://ipa-plus.com/;;;alnofe-11@hotmail.com;502102759;Active;0;0
SA PLUS STORE;متجر اس اي بلس;;تسويق إلكتروني;https://www.saplus.net;;https://twitter.com/plus_ipa;njm-0511@hotmail.com;500410511;Active;0;0
Kaldi;كالدي;1010727598;أخرى;https://www.kaldi.store;https://instagram.com/kaldi.store;;contact@kaldi.group;552288989;Active;0;0
public Image;الصورة الذهنية;1010623318;تسويق إلكتروني;http://public-image.net/;;;sh.h.20099@gmail.com;596000169;Active;0;0
;متجر بيتي المخفض;3450176063;أخرى;https://salla.sa/baity-m5/;;;baitym5fth@gmail.com;555445834;Active;0;0
 Sfeer Store;متجر سفير;4030421004;تسويق إلكتروني;https://www.Sfeer.net;;;Info@sfeer.net;545004952;Active;0;0
Liorance Perfumes;ليورانس للعطور;4030387731;تسويق إلكتروني;https://liorance.com;https://instagram.com/lioranceperfumes;;lioranceperfumes@gmail.com;501129576;Active;0;0
  Coffee Om suzan;قهوة تنحيف ام سوزان ;5901719149;مستلزمات المرأة;https://api.whatsapp.com/send?phone=966558373142;https://www.instagram.com/om_sooozy123?r=nametag;;memoo123456776@gmail.com;558373142;Active;0;0
Meezhshop;ميزه شوب ;5900128917;تسويق إلكتروني;https://meezh.shop;;;ism7276@gmail.com;592441214;Active;0;0
EMANMARKTING;ايمان للتسويق ;;تسويق إلكتروني;https://eman-marketing.com/test321/;;;dxn06499@gmail.com;501873602;Active;0;0
G A Fashion;جي اند اي فاشن;;أخرى;https://ga0fashion.com/;https://instagram.com/g_a.fashion;;g.a.fashion0@gmail.com;558906684;Active;0;0
Whos the champ;تطبيق من البطل;1010724851;حلول إلكترونية;https://b6lapp.com/;https://instagram.com/b6lapp;https://twitter.com/b6lapp;b6lapp@gmail.com;592440672;Active;0;0
psamat;متجر بصمات;;تسويق إلكتروني;https://psamat.com.sa;;;pasamat.sa@gmail.com;559238857;Active;0;0
inTrust;انتراست;;إلكترونيات واكسسورات;https://iintrust.com;https://instagram.com/iintrust;;iized.vi@gmail.com;556817197;Active;0;0
Tabbilha; تبلها ;1010643708;مطبخ و مخبوزات;https://salla.sa/tabbilhaa;https://instagram.com/tabbilha;;tabbilha@gmail.com;562087804;Active;0;0
care for you;نهتم بك ;;مستلزمات المرأة;https://salla.sa/careforyou;https://instagram.com/care_for_you21;;foryou98in2019@gmail.com;581245190;Active;0;0
Sama Sweet sa;سماء سويت;;مطبخ و مخبوزات;https://salla.sa/sama.sweet.7/;https://instagram.com/samasweet.sa;;aljhmywlyd54@gmail.com;535962892;Active;0;0
LAVEN;لا فين;1011145889;أخرى;https://laven-sa.com/;https://instagram.com/laven_ksa;https://twitter.com/laven_ksa;laven.store1@gmail.com;537744771;Active;0;0
ABDULRHMAN BINZAYED SOFTWARE ENGINEERING;عبدالرحمن بن زايد لهندسة البرمجيات;;حلول إلكترونية;https://d5.stay-tec.com;;;d7@live.cl;599355259;Active;0;0
Abdullah1;عبدالله الذيابي;;تسويق إلكتروني;https://t.me/joinchat/BJn1osJNBtY3NmE0;;;Abdullah.15.51.51@gmail.com;506068277;Active;0;0
Commercial mediation solutions;حلول الوساطة التجارية;1010637918;أخرى;https://broker.sa/;;;abdullah.amazon15@gmail.com;505748728;Active;0;0
ABDULRHMAN BINZAYED information technology systems;عبدالرحمن بن زايد لنظم تقنية المعلومات;;حلول إلكترونية;https://d4.stay-tec.com;;;d7@live.cl;599355259;Active;0;0
UCFFACT;متجرر فاكت الرسمي;;تسويق إلكتروني;https://t.me/UCFACT_1;;;Almteere10@gmail.cpm;580227674;Active;10;5
T3jjb;قناة تعجب;;أخرى;https://www.t3jjb.sa;;;rnsmaher.2022@icloud.com;532632588;Active;0;0
DSD Co;النجومية الرقميه;1010617857;حلول إلكترونية;http://d-sd.co;;;info@d-sd.co;505439918;Active;0;0
;متجر بيع حسابات بيجي محمد ال فيصل;;تسويق إلكتروني;https://t.me/insta_snap;;;mnzar1745@gmail.com;550197045;Not Active;6;2
Salma Boutique;سلمى بوتيك;;مستلزمات المرأة;https://sabe0.com/;https://instagram.com/sabe.5;;sabe5_@hotmail.com;500252915;Active;0;0
KSAWHEELS;كي اس اي وييلز لقطع تعديل السيارات و الجنوط;;السيارات;https://ksawheels.wixsite.com/ksawheels;https://instagram.com/ksawheels;;ksawheels@gmail.com;548285076;Active;0;0
;مؤسسة منازل التاريخ لتنظيم الرحلات;4650203109;أخرى;https://Manazel-altareek.com;;;h_binjindan@hotmail.com;563717728;Active;0;0
koky store;متجر كوكي للصحة العامة;2051224708;أخرى;https://salla.sa/fursanaljood/;;;fursanaljood@gmail.com;506190221;Active;0;0
build web site using wp;بناؤ موقع الكتروني;;تسويق إلكتروني;https://buildwebsiteusingwp.com/;;https://twitter.com/buildwebsitewp;ipadforarab@gmail.com;551977757;Active;0;0
;لؤلؤة حورية;;أخرى;https://www.snapchat.com/add/hwry_lbhr93;;;haio0ooni@hotmail.com;565782779;Active;0;0
Layan Zone;ليان زون;;أخرى;https://www.layanzone.com;https://instagram.com/layanzone;;mg2030@outlook.sa;502353941;Active;0;0
MASTERS STOR;متجر الماسترز;;أخرى;https://t.me/MASTERS_STORE;;;MOHA2001MUNEER@gmail.com;567086450;Active;8.7;6
RAT;رأت;;أخرى;https://qkkfnp0382.expandcart.com/;;;asse05022@gmail.com;502257275;Active;0;0
hekaya;مـتجر حـكاية 1;;تصميم وطباعة;https://salla.sa/hekaya_ksa/;;;hekaya.ksa@gmail.com;504653830;Active;0;0
AYAMIENS;آيامنز;;أخرى;http://www.ayamiens.com;https://instagram.com/ayamiens;https://twitter.com/ayamiens;info@ayamiens.com;566537735;Active;0;0
RichnessCorner;ركن الأثرياء ;;أخرى;https://richnesscorner.com;;;m551222722@gmail.com;559228002;Active;0;0
AaSelling and shipping pubg accounts;بيع وشحن حسابات ببجي ء;;أخرى;https://t.me/PGMM90;;;valenka_505@yahoo.com;568176189;Active;10;3
nfaesa;نفس كوم;;تسويق إلكتروني;https://nfaesa.com/;;;ahhhha930@gmail.com;554522314;Active;0;0
Saudi POS;برنامج سعودي لنقاط البيع;2252104845;حلول إلكترونية;https://saudipos.com;https://instagram.com/spos_app;https://twitter.com/SPOS_app;nugtahtc@gmail.com;501713181;Active;10;1
tatbiq mawashina;تطبيق مواشينا ;1010701119;تسويق إلكتروني;http://mawashina1.com/index.html;https://instagram.com/mawashina1;https://twitter.com/mawashina1;mawashina1@gmail.com;533802228;Active;0;0
Mnarcom;مناركوم;;تسويق إلكتروني;https://zid.store/mnarcom;;;soso141171@hotmail.com;532796754;Active;0;0
BOOSTEKOM;بوست إيكوم;4030413768;أخرى;https://boostekom.com;;;info@boostekom.com;557003851;Active;0;0
almase; الزيت الماسي;;كوافيرة و تجميل;https://mssg.me/been-ill;https://www.instagram.com/oilalmase/;;oilalmase@gmail.com;509897651;Active;0;0
First Tamkeen Co;شركة تمكين اللأولى التجارية;1010722836;مطبخ و مخبوزات;https://saudiblends.com/;;;listing@saudiblends.com;505440995;Active;0;0
players platform;منصة اللاعب;1010706621;أخرى;https://c1buys.com/#;;;azezhusam@gmail.com;509133079;Active;0;0
SiofiOud;سيوفي للعود ;;أخرى;https://siofioud.com/;https://instagram.com/siofi_oud;;Khaled3111@hotmail.com;547423676;Active;0;0
Faisal Saleh;فيصل صالح ;;أخرى;https://faisaleh.com/;;;matagrcom@gmail.com;509166299;Active;0;0
NFHAT Perfumes ;نفحات للعطور ;;تسويق إلكتروني;https://nfhat.com/;;;NFHAT@outlook.com;566428844;Active;0;0
ideaksa;متجر سوق فكرة;;إلكترونيات واكسسورات;https://iideaksa.com;;;ideaksa11@gmail.com;500389580;Active;0;0
ROCK ACCOUNTS ;بيع حسابات ببجي;;أخرى;https://t.me/rock_acc;;;soltan-0530443780@hotmail.com;583767740;Active;2;1
Artora Studio ;استديو ارتورا;;الحرف والصناعات اليدوية;https://salla.sa/artora_studio/;;;Artora.studio@gmail.com;568160120;Active;0;0
;الفنان ميدو الرياض لاحياء الحفلات و المناسبات ;1010726907;أخرى;https://maroof.sa/181088;https://instagram.com/alfnan_mido_riyadh;;DOOODY14116@gmail.com;537047375;Active;0;0
Technology Ports for communications and informat;منافذ التقنية للاتصالات وتقنية المعلومات;5950106321;حلول إلكترونية;http://te-ports.com;;https://twitter.com/te_ports;tports64@gmail.com;507698514;Active;0;0
newstore;متجر نيو ;4030422319;أخرى;https://anew-store.com;https://instagram.com/new_store_sa;https://twitter.com/new_store_sa;info@new-store.co;542392329;Not Active;0;0
